,cutoff1,cutoff2,double,single
0,1.77832071,386892420.56845534,0.0,1.8495511999999998
0,-1.76046165,24.64035157,0.0,0.00035360000000000003
0,-1.3383573999999998,386892420.56845534,0.0,0.0037664
0,-1.29398947,24.64035157,0.0,0.0046674
0,-2.1978838,2062.52930173,0.0,2e-05
0,-1.80508544,386892420.56845534,0.0,0.000273
0,-1.99991947,34.29796588,0.0,7.26e-05
0,0.07189781,386892420.56845534,0.0,0.4516882
0,-21.73268172,5.23429452,0.0,0.0
0,-5.14789412,2.01609336,0.0,0.0
0,2.09412393,9.73476426,0.0,1.9273580000000001
0,-1.81986994,23.63995849,0.0,0.0002454
0,-0.85955828,386892420.56845534,0.0,0.0317544
0,-1.10632038,386892420.56845534,0.0,0.011362
0,0.67440926,102.17647032,0.0,1.0632778
0,1.83151502,386892420.56845534,0.0,1.8659386
0,-6.76936731,386892420.56845534,0.0,0.0
0,-16.93309568,16.01232236,0.0,0.0
0,-7.17373291,3.88486234,0.0,0.0
0,-3.22172519,7.39986052,0.0,0.0
0,-0.51157673,7.39986052,0.0,0.1066238
0,-1.73712829,4.68359475,0.0,0.000414
0,-1.89503479,2.16734238,6.1e-06,0.0001437
0,4.28595958,386892420.56845534,0.0,1.9999648
0,-1.7221321,386892420.56845534,0.0,0.0004276
0,-1.83532587,33.75981015,0.0,0.0002296
0,28.05191558,386892420.56845534,0.0,2.0
0,-1.69230769,5.47526628,0.0,0.000528
0,-1.71607605,386892420.56845534,0.0,0.0004576000000000001
0,-1.83076519,27.13903741,0.0,0.0002366
0,-1.91171333,1.94110296,1.4800000000000002e-05,0.0001182
0,-31.45404808,-3.27800772,0.0,0.0
0,-9.87062301,2.68796486,0.0,0.0
0,-44.5591049,-9.49089876,0.0,0.0
0,-1.95813279,2.68796486,3e-07,9.75e-05
0,-15.44393416,-18.42766034,0.0,0.0
0,-7.34815061,-2.31137725,0.0,0.0
0,-4.51347699,3.90963326,0.0,0.0
0,-3.69397881,-4.68359475,0.0,0.0
0,-2.36223189,2.18061544,1.7e-06,3.9e-06
0,-449955006.74885297,-16.01232236,0.0,0.0
0,-3.42947012,63085081.11888178,0.0,0.0
0,-233.59506311,-16.01232236,0.0,0.0
0,-3.42947012,30.80571386,0.0,0.0
0,-6.8514460999999995,-0.53984906,0.0,0.0
0,-3.70697723,5.72985878,0.0,0.0
0,-7.84503787,-5.47526628,0.0,0.0
0,-5.67082134,30.80571386,0.0,0.0
0,2.34680053,6.0803495000000005,0.0,1.9620912
0,-1.9819469,9.28185861,0.0,9.06e-05
0,-1.3383573999999998,386892420.56845534,0.0,0.0037705999999999994
0,2.34680053,6.0803495000000005,0.0,1.962087
0,-1.3383573999999998,386892420.56845534,0.0,0.0037501999999999995
0,-6.8514461,-0.53984906,0.0,0.0
0,2.34680053,6.0803495000000005,0.0,1.9621709999999999
0,-3.7633137,50.58823529,0.0,0.0
0,-1.3383573999999998,386911764.7058925,0.0,0.0037778
0,2.34680053,6.0803495000000005,0.0,1.962136
0,-1.3383573999999998,386911764.7058925,0.0,0.0037240000000000003
0,2.34680053,6.0803495000000005,0.0,1.962074
0,-1.3383573999999998,386911764.7058925,0.0,0.003693
0,2.34680053,6.0803495000000005,0.0,1.9621208
0,-1.3383573999999998,386911764.7058925,0.0,0.0037143999999999996
0,2.34680053,6.0803495000000005,0.0,1.9620572
0,-1.3383573999999998,386892420.56845534,0.0,0.0037736
0,2.34680053,6.0803495000000005,0.0,1.9621904
0,-1.3383573999999998,386892420.56845534,0.0,0.003771800000000001
0,2.34680053,6.0803495000000005,0.0,1.9620976000000003
0,-1.3383573999999998,386892420.56845534,0.0,0.0037695999999999997
0,2.34680053,6.0803495000000005,0.0,1.9620146
0,-1.3383573999999998,386892420.56845534,0.0,0.0037305999999999997
0,2.34680053,6.0803495000000005,0.0,1.9620636
0,-1.3383573999999998,386892420.56845534,0.0,0.00374
0,2.34680053,6.0803495000000005,0.0,1.9621104
0,-1.3383573999999998,386892420.56845534,0.0,0.0037985999999999996
0,2.34680053,6.0803495000000005,0.0,1.962125
0,-1.3383573999999998,386892420.56845534,0.0,0.0037762
0,2.34680053,6.0803495000000005,0.0,1.9621952
0,-1.3383573999999998,386892420.56845534,0.0,0.0037143999999999996
0,2.34680053,6.0803495000000005,0.0,1.9622206
0,-1.3383573999999998,386892420.56845534,0.0,0.003721
0,2.34680053,6.0803495000000005,0.0,1.9621762
0,-1.3383573999999998,386911764.7058925,0.0,0.0037488
0,2.34680053,6.0803495000000005,0.0,1.9621706
0,-1.3383573999999998,386892420.56845534,0.0,0.0037444
0,2.34680053,6.0803495000000005,0.0,1.9620856
0,-1.3383573999999998,386892420.56845534,0.0,0.0037056
0,2.34680053,6.0803495000000005,0.0,1.9621302
0,-1.3383573999999998,386892420.56845534,0.0,0.0037548
0,2.34680053,6.0803495000000005,0.0,1.962183
0,-1.3383573999999998,386892420.56845534,0.0,0.0037576000000000003
0,2.34680053,6.0803495000000005,0.0,1.9621508
0,-1.3383573999999998,386892420.56845534,0.0,0.003773
0,2.34680053,6.0803495000000005,0.0,1.9621362
0,2.34680053,6.0803495000000005,0.0,1.9620718000000001
0,-3.7633137,50.58823523,0.0,0.0
0,-1.3383573999999998,386892420.56845534,0.0,0.0037878
0,2.34680053,6.0803495000000005,0.0,1.9621914
0,-1.3383573999999998,386892420.56845534,0.0,0.0037688
0,2.34680053,6.0803495000000005,0.0,1.9620856
0,-1.3383573999999998,386892420.56845534,0.0,0.0037884
0,2.34680053,6.0803495000000005,0.0,1.9621106
0,-1.3383573999999998,386892420.56845534,0.0,0.003747400000000001
0,2.34680053,6.0803495000000005,0.0,1.962151
0,-1.3383573999999998,386892420.56845534,0.0,0.0037890000000000003
0,2.34680053,6.0803495000000005,0.0,1.9621224
0,-1.3383573999999998,386892420.56845534,0.0,0.0037854
0,2.34680053,6.0803495000000005,0.0,1.9621834
0,-1.3383573999999998,386892420.56845534,0.0,0.0037478000000000003
0,2.34680053,6.0803495000000005,0.0,1.9621152
0,-1.3383573999999998,386892420.56845534,0.0,0.0037372
0,2.34680053,6.0803495000000005,0.0,1.9620688
0,-1.3383573999999998,386892420.56845534,0.0,0.0037804
0,2.34680053,6.0803495000000005,0.0,1.9621216
0,2.34680053,6.0803495000000005,0.0,1.9620248
0,-1.3383573999999998,386892420.56845534,0.0,0.003771800000000001
0,2.34680053,6.0803495000000005,0.0,1.9623144000000001
0,-1.3383573999999998,386892420.56845534,0.0,0.003751
0,2.34680053,6.0803495000000005,0.0,1.9621488
0,-1.3383573999999998,386892420.56845534,0.0,0.0037922
0,2.34680053,6.0803495000000005,0.0,1.962261
0,-1.3383573999999998,386892420.56845534,0.0,0.0037514
0,2.34680053,6.0803495000000005,0.0,1.9620788
0,-1.3383573999999998,386892420.56845534,0.0,0.0037736
0,-1.69539771,1.69539771,7.340000000000001e-05,0.0004616000000000001
0,2.34680053,6.0803495000000005,0.0,1.962105
0,-1.3383573999999998,386892420.56845534,0.0,0.0037244
0,2.34680053,6.0803495000000005,0.0,1.9620016
0,-1.3383573999999998,386892420.56845534,0.0,0.003709000000000001
0,2.34680053,6.0803495000000005,0.0,1.962005
0,-1.3383573999999998,386892420.56845534,0.0,0.0038009999999999997
0,2.34680053,6.0803495000000005,0.0,1.9623292
0,-1.3383573999999998,386892420.56845534,0.0,0.0038122
0,2.34680053,6.0803495000000005,0.0,1.9620852
0,-1.3383573999999998,386892420.56845534,0.0,0.003782
0,2.34680053,6.0803495000000005,0.0,1.9621536
0,-1.3383573999999998,386892420.56845534,0.0,0.003771800000000001
0,-4.01326492,1.48496846,0.0,0.0
0,-1.82407574,5.04030513,0.0,0.000242
0,-7.21347067,2.76696584,0.0,0.0
0,-2.06233137,139.93631089,0.0,4.66e-05
0,-1.77329796,8.71788285,0.0,0.00031919999999999995
0,-0.4833496,139.93631089,0.0,0.1164388
0,-1.79686384,2.84276388,0.0,0.0002768
0,2.69489626,7.74038328,0.0,1.9859229999999999
0,-1.98762182,75938672.03272642,0.0,7e-05
0,-100000000.0,0.91532129,0.0,0.0
0,-5.62161194,75938672.03272642,0.0,0.0
0,-1.70331343,5.37338955,0.0,0.000513
0,-0.12482854,75938672.03272642,0.0,0.299266
0,-1.91455525,87.96809188,0.0,0.0001294
0,-1.84513782,153.23304422,0.0,0.00020180000000000005
0,-0.92487462,75938672.03272642,0.0,0.024512799999999998
0,-1.72679856,7.87876581,0.0,0.0004412
0,-2.1990279,106.32595188,0.0,1.6e-05
0,-2.16870346,75938672.03272642,0.0,2.28e-05
0,-1.12854962,106.32595188,0.0,0.010254799999999998
0,-6.29104392,5.16780857,0.0,0.0
0,-1.75738656,75938672.03272642,0.0,0.0003594
0,-0.57758379,75938672.03272642,0.0,0.086578
0,-1.80750708,35.67503035,0.0,0.0002656
0,-1.91332575,75938672.03272642,0.0,0.0001322
0,-1.8206883000000005,4.03224669,0.0,0.0002556
0,0.0634226,75938672.03272642,0.0,0.4439444
0,0.11209694,75938672.03272642,0.0,0.4866772
0,-1.96300404,5.16780857,0.0,9.62e-05
0,0.04086081,1084.21040138,0.0,0.4250286
0,-1.95541568,11.41156773,0.0,9.7e-05
0,-1.96531161,75938672.03272642,0.0,9.54e-05
0,-1.97516189,3.81158184,0.0,8.66e-05
0,9.166734300000002,23.68426192,0.0,2.0
0,-7.35114419,3.36434417,0.0,0.0
0,3.87622847,23.68426192,0.0,1.9997858
0,-1.9145084,3.36434417,0.0,0.00013240000000000002
0,2.66500822,75938672.03272642,0.0,1.9847113999999997
0,-2.28924824,16.34231637,0.0,8.400000000000001e-06
0,-1.94388517,4340.7799921999995,0.0,0.00010400000000000001
0,-2.32606857,2.86391934,0.0,7.8e-06
0,-0.21951857,8.56866146,0.0,0.2393736
0,-1.82066367,75938672.03272642,0.0,0.0002354
0,-1.99980871,57.77295326,0.0,7.099999999999999e-05
0,0.14528697,75938672.03272642,0.0,0.5163236
0,-12.15803462,5.73430167,0.0,0.0
0,-5.25249509,2.16053679,0.0,0.0
0,2.08880431,17.99331781,0.0,1.9265088
0,-1.77666994,49.04380633,0.0,0.00032260000000000004
0,-0.88547684,75938672.03272642,0.0,0.028666399999999998
0,-1.85463319,13.09795166,0.0,0.0001884
0,0.56907798,210.40446633,0.0,0.9502714
0,-1.89029385,13.09795166,0.0,0.00015759999999999998
0,2.34223965,75938672.03272642,0.0,1.9616533999999999
0,-0.23555229,13.09795166,0.0,0.2296956
0,-4.70788947,1.81311233,0.0,0.0
0,-6.22013097,75938672.03272642,0.0,0.0
0,-10.66884038,29.08236471,0.0,0.0
0,-9.79770493,4.323413,0.0,0.0
0,-3.26009574,12.48068121,0.0,0.0
0,-3.07646383,8.07427598,0.0,0.0
0,-0.44968833,12.48068121,0.0,0.1284804
0,-0.19934366,8.07427598,0.0,0.2514002
0,-1.77359377,5.48900954,0.0,0.0003286
0,-1.87695814,3.03887425,0.0,0.00016319999999999998
0,4.63100198,75938672.03272642,0.0,1.9999924
0,-1.90662321,1.91295831,1.73e-05,0.0001229
0,-27.314308899999997,-4.03224669,0.0,0.0
0,-9.9439274,-3.07330075,0.0,0.0
0,-1.74886174,2.33960364,2.7000000000000004e-06,0.0003709
0,-8.461275,2.6234656000000003,0.0,0.0
0,-24.04625209,-16.36300248,0.0,0.0
0,-2.06964232,2.6234656000000003,3e-07,5.17e-05
0,-19.44295947,-35.67503035,0.0,0.0
0,-8.01201487,-2.4135977000000004,0.0,0.0
0,-4.851594599999999,3.83136119,0.0,0.0
0,-5.86286711,-5.48900954,0.0,0.0
0,-2.88746076,2.19789958,0.0,2e-07
0,-100000000.0,-29.08236471,0.0,0.0
0,-3.09374694,24061327.96727356,0.0,0.0
0,-132.03790593,-29.08236471,0.0,0.0
0,-3.09374694,30.05335278,0.0,0.0
0,-8.08018786,-0.52142452,0.0,0.0
0,-4.025440799999998,5.77442353,0.0,0.0
0,-18.46321039,-5.77332696,0.0,0.0
0,-10.16152478,30.05335278,0.0,0.0
0,2.34680053,6.0803495000000005,0.0,1.9620722
0,-1.3383573999999998,386911764.7058925,0.0,0.0037821999999999995
0,-31.45404812,-3.27800772,0.0,0.0
0,-9.87062302,2.68796487,0.0,0.0
0,-44.55910495,-9.49089876,0.0,0.0
0,-1.95813279,2.68796487,4e-07,9.74e-05
0,-15.44393417,-18.42766035,0.0,0.0
0,-1.8950348000000001,2.16734238,5.2e-06,0.00013920000000000002
0,-7.34815062,-2.31137726,0.0,0.0
0,-4.513477,3.90963327,0.0,0.0
0,-3.69397881,-4.68359476,0.0,0.0
0,-2.3622319,2.18061545,1.1e-06,4.1e-06
0,-449999999.99997777,-16.01232237,0.0,0.0
0,-3.42947012,63088235.29408532,0.0,0.0
0,-233.59506434,-16.01232237,0.0,0.0
0,-3.42947012,30.80571402,0.0,0.0
0,-7.84503787,-5.47526629,0.0,0.0
0,-5.67082134,30.80571402,0.0,0.0
0,-2.97718729,0.26031785,0.0,0.0
0,11.19270194,1964.64705879,0.0,2.0
0,-0.4086286,0.26031785,0.0413736,0.1034042
0,1.86154014,6.65263016,0.0,1.8747806
0,0.19835388,2.43418329,1.9e-06,0.5661387
0,-1.22941959,0.47772073,0.0026105,0.0037905
0,-0.64298094,2.06508963,2.0600000000000006e-05,0.06988480000000001
0,3.41802037,8.20811287,0.0,1.9987203999999998
0,0.0,2.06508963,2.43e-05,0.3923785
0,-0.66275485,0.31872482,0.021594099999999998,0.043841499999999985
0,-0.04373825,2.06508963,2.34e-05,0.35783400000000004
0,4.17661996,3.52598809,0.0,1.9999448
0,-7.44927319,2.06508963,0.0,0.0
0,-4.23039964,6.65263016,0.0,0.0
0,-2.74129885,1.81859129,1e-07,1e-07
0,4.40435558,9.45447172,0.0,1.9999796000000003
0,-1.46687447,1.81859129,6.95e-05,0.0018775
0,-2.73031513,0.31872482,1e-07,1e-07
0,-0.43282631,1.81859129,0.0001141,0.13488570000000005
0,0.10487019,2.62833266,3e-07,0.4800573
0,-0.28022633,1.81859129,0.00012309999999999998,0.20534010000000005
0,1.61807427,7.60677502,0.0,1.7891918000000002
0,-0.02441213,1.81859129,0.0001171,0.3727501
0,-0.22031035,-0.06814202,0.0820828,0.156584
0,-2.48999597,1.81859129,6e-07,8e-07
0,-2.85065548,1.56528834,1e-07,1e-07
0,-1.26800659,1.81859129,8.240000000000001e-05,0.0052124
0,0.53740522,3.63445153,0.0,0.916423
0,-12.89194363,1.41462572,0.0,0.0
0,-2.24536544,62.58823529,0.0,1.4599999999999999e-05
0,1.22788645,1.41462572,0.0012678,1.5663962
0,-0.38076541,0.11122929,0.0509774,0.105432
0,-0.19837797,3.64536449,0.0,0.2520554
0,1.36811283,7.11695185,0.0,1.6609098000000002
0,-1.08640697,1.82795748,9.15e-05,0.0123013
0,-2.09523489,0.75647131,1.7e-05,1.86e-05
0,-0.41445258,1.06104609,0.0054321000000000005,0.13714790000000002
0,2.10551544,10.19661125,0.0,1.9297381999999998
0,-1.22347109,1.06104609,0.0015428,0.0051064000000000005
0,-1.63760117,0.22650904,0.00036389999999999995,0.0003925
0,-0.1433269,1.06104609,0.0061105,0.2808123
0,1.5303069999999999,5.50328756,0.0,1.7494936
0,-0.62768463,-2.14118588,0.0367505,0.036758500000000006
0,-0.06873234,3.48427702,0.0,0.3390336
0,-1.62915296,1.22364639,0.000242,0.0005472000000000001
0,-1.69002375,1.33773925,0.000155,0.000394
0,-1.34141785,1.22364639,0.000779,0.0029278000000000004
0,-1.10459398,1.36143137,0.0008823,0.0105539
0,-1.3948978,1.22364639,0.0006332999999999999,0.0021619
0,-1.37469443,1.22773433,0.0006871000000000001,0.0024123
0,-0.9531914,1.22364639,0.0018001999999999996,0.0201148
0,-0.30072108,2.94777093,0.0,0.19457120000000008
0,-0.85959572,1.22364639,0.0020107,0.0298697
0,0.27565992,6.65263016,0.0,0.6422928000000001
0,-0.89107819,1.22364639,0.0019677,0.0262011
0,-0.86401464,1.06277414,0.003532800000000001,0.027757
0,-3.0,1.47447894,0.0,0.0
0,10.55485498,368933823.52941,0.0,2.0
0,-0.23116133,1.47447894,0.000868,0.2316464
0,5.12163478,9.52513931,0.0,1.9999997999999999
0,-2.03061832,1.47447894,2.05e-05,3.91e-05
0,-0.25968961,5.01415334,0.0,0.2166464
0,-1.80703443,1.43513073,7.79e-05,0.0001947
0,-2.3512179,0.35112198,3e-06,3e-06
0,-1.09696974,1.43513073,0.0006527999999999999,0.0112742
0,-1.59747622,0.47772073,0.0004202,0.0004994
0,-3.05746159,1.43513073,0.0,0.0
0,-3.26465706,1.36143137,0.0,0.0
0,-0.75578086,1.43513073,0.0008697,0.046275300000000005
0,2.77213413,3.1756762000000003,0.0,1.9888442
0,-2.88547187,1.43513073,0.0,0.0
0,-0.6541236999999999,62.58823529,0.0,0.06718980000000001
0,-0.34535472,1.43513073,0.0010555,0.1716251
0,1.40700361,3.77914055,0.0,1.6836616000000002
0,-0.23090311,1.43513073,0.0010683,0.2315771
0,0.14341221,1.74117545,0.00019559999999999998,0.5144806000000001
0,-2.51085665,1.43513073,8e-07,1e-06
0,5.38873898,7.60677502,0.0,1.9999996
0,-1.3874361000000002,1.43513073,0.0003843,0.0025111
0,-2.12673495,0.74139492,1.5399999999999998e-05,1.7800000000000002e-05
0,-0.44676255,1.43513073,0.0010023,0.12873189999999998
0,4.0387285,9.44747344,0.0,1.9998938000000002
0,0.08149887,2.7918851000000005,0.0,0.4596894
0,-0.30560237,1.84466345,0.0001038,0.1921962
0,-0.6457943,2.7918851000000005,2e-07,0.06931319999999999
0,1.22205323,10.19661125,0.0,1.5629908000000001
0,-1.49631798,2.7918851000000005,0.0,0.001643
0,2.53094078,7.47248214,0.0,1.977167
0,-0.73116985,2.7918851000000005,0.0,0.0515082
0,0.80750126,3.63445153,0.0,1.2002908
0,-0.67287116,2.7918851000000005,0.0,0.0631304
0,4.0738866,7.52423311,0.0,1.9999098000000002
0,-3.0,4.24654867,0.0,0.0
0,6.11327824,368933823.52941,0.0,2.0
0,-2.80366464,4.24654867,0.0,0.0
0,-0.03058109,62.58823529,0.0,0.367554
0,-3.0,3.63465139,0.0,0.0
0,-1.24766624,368933823.52941,0.0,0.0058588
0,-1.32172227,3.63465139,0.0,0.0041278
0,0.55011828,9.94504644,0.0,0.9300742000000001
0,-3.0,368933823.52941,0.0,0.0
0,-2.00666565,-0.92875672,3.37e-05,3.37e-05
0,-0.15780935,4.64993442,0.0,0.27730759999999993
0,0.0,0.75647131,0.019784,0.3721178
0,-0.35027726,0.3674456,0.0394589,0.1310701
0,-0.32509935,1.90065214,7.120000000000001e-05,0.1824116
0,1.91844352,3.70474117,0.0,1.8899692
0,-449999999.99997777,1.90065214,0.0,0.0
0,-7.62128819,368933823.52941,0.0,0.0
0,-0.57203903,1.90065214,6.97e-05,0.0882753
0,1.03279556,5.38127717,0.0,1.4119632
0,-3.18079881,0.35112198,0.0,0.0
0,2.68610482,368933823.52941,0.0,1.9854822
0,-1.65,0.35112198,0.00031889999999999995,0.0003495
0,0.17423105,2.40809978,2.5e-06,0.5438244999999999
0,-1.4046996999999999,0.35112198,0.0011957,0.0014689
0,1.13151704,5.56510614,0.0,1.4940692
0,-4.24644196,0.35112198,0.0,0.0
0,-1.05729161,7.47248214,0.0,0.0140878
0,-1.06086316,1.17004242,0.0018364999999999998,0.012059700000000001
0,-1.48877248,0.3674456,0.0007953,0.0009391
0,-0.26526292,1.17004242,0.0037353,0.2096815
0,0.49506205,2.72080825,2e-07,0.8713744000000001
0,-0.93068008,1.17004242,0.0022557,0.0217847
0,-1.39871279,0.22650904,0.0012911,0.0014937
0,-2.35339362,1.17004242,3.2e-06,3.4000000000000013e-06
0,10.76771688,488.91176471,0.0,2.0
0,-0.77549446,0.62575157,0.011230799999999999,0.032518200000000004
0,-0.92807787,0.31872482,0.0094292,0.0149822
0,-0.34049984,0.47772073,0.0326051,0.1425025
0,3.22451056,4.92119534,0.0,1.9974728
